period,label,spatial_coverage,start,stop,authority,source,publication_year,broader_periods,narrower_periods
http://n2t.net/ark:/99152/p06c6g3p9j7,"Civil War, 1959-1962",Ruanda-Urundi | Rwanda,1959,1962,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3883f,"French occupation, 1923-1925",Ruhr (Germany) | Germany,1923,1925,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3wgjt,"Ivan III, 1462-1505",Russia  | Russia,1462,1505,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g37436,"Period of Consolidation, 1462-1605",Russia  | Russia,1462,1605,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3nfqh,"Ivan IV, 1533-1584",Russia  | Russia,1533,1584,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3xmgh,"Fyodor I, 1584-1598",Russia  | Russia,1584,1598,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3xmdw,"Boris Fyodorovich Godunov, 1598-1605",Russia  | Russia,1598,1605,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g383b7,"Time of Troubles, 1598-1613",Russia  | Russia,1598,1613,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3qgdj,"House of Romanov, 1613-1917",Russia  | Russia,1613,1917,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g36hjn,"Michael, 1613-1645",Russia  | Russia,1613,1645,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3j94r,"Alekseĭ Mikhaĭlovich, 1645-1676",Russia  | Russia,1645,1676,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3fgrq,"Rebellion of Stepan Razin, 1667-1671",Russia  | Russia,1667,1671,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g33mq8,"Fyodor III, 1676-1682",Russia  | Russia,1676,1682,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3jdnz,"Sofʹi︠a︡ Alekseevna, 1682-1689",Russia  | Russia,1682,1689,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3rwzm,"Peter I, 1689-1725",Russia  | Russia,1689,1725,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g32g58,"Astrakhan Uprising, 1705-1706",Russia  | Russia,1705,1706,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3kdh2,"Bulavin Uprising, 1707-1709",Russia  | Russia,1707,1709,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3bvxd,"Catherine I, 1725-1727",Russia  | Russia,1725,1727,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g36rz2,"Peter II, 1727-1730",Russia  | Russia,1727,1730,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g33cb6,"Anna, 1730-1740",Russia  | Russia,1730,1740,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3kz2b,"Ivan VI, 1740-1741",Russia  | Russia,1740,1741,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3vwft,"Elizabeth, 1741-1762",Russia  | Russia,1741,1762,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3q8xf,"Catherine II, 1762-1796",Russia  | Russia,1762,1796,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3z6xg,"Rebellion of Pugachev, 1773-1775",Russia  | Russia,1773,1775,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3gt9p,"Paul I, 1796-1801",Russia  | Russia,1796,1801,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g38nn2,"Alexander I, 1801-1825",Russia  | Russia,1801,1825,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3cjhq,"Nicholas I, 1825-1855",Russia  | Russia,1825,1855,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g39rgj,"Alexander II, 1855-1881",Russia  | Russia,1855,1881,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3pvh3,"Alexander III, 1881-1894",Russia  | Russia,1881,1894,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3r365,"Pogroms, 1881-1882",Russia  | Russia,1881,1882,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3cszd,"Nicholas II, 1894-1917",Russia  | Russia,1894,1917,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3w5db,"Armeno-Tatar Conflict, 1905-1907",Russia  | Russia,1905,1907,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3w47k,"Revolution, 1905-1907",Russia  | Russia,1905,1907,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3969w,"Civil War, 1990-1993",Rwanda,1990,1993,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g35c28,"British occupation, 1810-1815",Réunion | Mauritius,1810,1815,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3875r,"Brigand War, 1795-1797",Saint Lucia,1795,1797,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g34wxb,"Bombardment, 1942-1943",Saint-Nazaire (France) | Saint-Nazaire,1942,1943,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g32r2f,"Japanese occupation, 1941-1945",Sarawak (Malaysia) | Malaysia,1941,1945,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g38mcd,"Aragonese and Spanish rule, 1297-1708",Sardinia,1297,1708,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3zgqr,"Victor Amadeus II, 1773-1796",Sardinia,1773,1796,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3242r,"Charles Emmanuel IV, 1796-1802",Sardinia,1796,1802,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3qgpw,"Victor Emmanuel I, 1802-1821",Sardinia,1802,1821,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3tpf3,"Charles Albert, 1831-1849",Sardinia,1831,1849,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3c82s,"Medieval Church period, 1057-1567",Scotland,1057,1567,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g38j4s,"Malcolm IV, 1153-1165",Scotland,1153,1165,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3tmnb,"Alexander II, 1214-1249",Scotland,1214,1249,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3qmc9,"Alexander III, 1249-1286",Scotland,1249,1286,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g38rqd,"War of Independence, 1285-1371",Scotland,1285,1371,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g36xmc,"Wallace's Rising, 1297-1304",Scotland,1297,1304,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3f9z7,"Robert I, 1306-1329",Scotland,1306,1329,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3wsw5,"Robert II, 1371-1390",Scotland,1371,1390,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3p2v3,"Stuarts, to the Union, 1371-1707",Scotland,1371,1707,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3r53r,"Robert III, 1390-1406",Scotland,1390,1406,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3r5ps,"James I, 1406-1437",Scotland,1406,1437,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3fpv6,"James II, 1437-1460",Scotland,1437,1460,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g356tg,"James III, 1460-1488",Scotland,1460,1488,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3742v,"James IV, 1488-1513",Scotland,1488,1513,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g374rs,"James V, 1513-1542",Scotland,1513,1542,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g34wtf,"Mary Stuart, 1542-1567",Scotland,1542,1567,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3bz8j,"James VI, 1567-1625",Scotland,1567,1625,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g33q9g,"Charles I, 1625-1649",Scotland,1625,1649,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g39cqr,"Jacobite Rebellion, 1745-1746",Scotland,1745,1746,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g34t3p,"Insurrection, 1804-1813",Serbia,1804,1813,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3tmwd,"Miloš Obrenović, 1814-1839",Serbia,1814,1839,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3x7sb,"Insurrection, 1815-1817",Serbia,1815,1817,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3wfdd,"Milan Obrenović, 1868-1889",Serbia,1868,1889,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3f338,"Bombardment, 1863-1864",Shimonoseki-shi (Japan) | Japan,1863,1864,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g32g4x,"Revolution, 1917-1921",Siberia | Russia,1917,1921,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g38f6m,"Roger II, 1105-1154",Sicily,1105,1154,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g382k2,"William I, 1154-1166",Sicily,1154,1166,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g38bx3,"Savoyard and Austrian rule, 1700-1735",Sicily,1700,1735,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3z7gv,"Rule of the Nine, 1287-1355",Siena (Italy) | Italy,1287,1355,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3svrs,"Medici rule, 1557-1737",Siena (Italy) | Italy,1557,1737,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3h9nz,"Civil War, 1991-2002",Sierra Leone,1991,2002,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3tg28,"Hur Rebellion, 1942-1947",Sindh (Pakistan) | Pakistan,1942,1947,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3n97b,"Japanese occupation, 1942-1945",Singapore,1942,1945,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3s4bs,"Uprising, 1848-1849",Slovakia,1848,1849,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g32gjh,"Revolution, 1848-1849",Slovenia,1848,1849,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g34q9p,"Axis occupation, 1941-1945",Slovenia,1941,1945,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3rtrb,"Frontier Wars, 1811-1878",South Africa,1811,1878,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g35qch,"Great Trek, 1836-1840",South Africa,1836,1840,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3r4pj,"Xhosa Cattle-Killing, 1856-1857",South Africa,1856,1857,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3fdzz,"Korana War, 1st, 1868-1870",South Africa,1868,1870,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3wdff,"Ngcayecibi, War of, South Africa, 1877-1878",South Africa,1877,1878,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3vq7r,"Korana War, 2nd, 1878-1879",South Africa,1878,1879,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3prkv,"South African War, 1899-1902",South Africa,1899,1902,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3zcfm,"Rebellion, 1914-1915",South Africa,1914,1915,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3qzgr,"Wars of Independence, 1806-1830",South America,1806,1830,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g37nvk,"Revolution, 1775-1783",South Carolina,1775,1783,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3nv8r,"Civil War, 1861-1865",South Carolina,1861,1865,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3qds9,"Famine, 1921-1922",Soviet Union | Kazakhstan | Turkmenistan | Latvia | Tajikistan | Russia | Mongolia | Azerbaijan | Belarus | Estonia | Kyrgyzstan | Armenia | Georgia (country) | Georgia | Lithuania | Uzbekistan | Ukraine,1921,1922,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g35hxp,"Revolution, 1917-1921",Soviet Union | Latvia | Estonia | Georgia (country) | Georgia | Armenia | Tajikistan | Azerbaijan | Belarus | Russia | Mongolia | Turkmenistan | Ukraine | Kazakhstan | Kyrgyzstan | Uzbekistan | Lithuania,1917,1921,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g32rh9,"Allied intervention, 1918-1920",Soviet Union | Lithuania | Ukraine | Russia | Kyrgyzstan | Kazakhstan | Estonia | Azerbaijan | Latvia | Mongolia | Turkmenistan | Armenia | Tajikistan | Uzbekistan | Belarus | Georgia (country) | Georgia,1918,1920,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3c433,"German occupation, 1941-1944",Soviet Union | Russia | Latvia | Kyrgyzstan | Turkmenistan | Tajikistan | Uzbekistan | Belarus | Georgia (country) | Georgia | Armenia | Kazakhstan | Azerbaijan | Mongolia | Estonia | Lithuania | Ukraine,1941,1944,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3m4tt,"Roman period, 218 B.C.-414 A.D",Spain,-0217,0414,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3zpk5,"Cantabrian War, 26-19 B.C",Spain,-0025,-0018,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3sbmq,"Gothic period, 414-711",Spain,0414,0711,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g33fsj,"Arab period, Spain, 711-1492",Spain,0711,1492,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3w5jh,"Ferdinand and Isabella, 1479-1516",Spain,1479,1516,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3pfqq,"Classical period, 1500-1700",Spain,1500,1700,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3qj69,"Charles I, 1516-1556",Spain,1516,1556,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3n6hw,"House of Austria, 1516-1700",Spain,1516,1700,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3dxrv,"Philip II, 1556-1598",Spain,1556,1598,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3bkw2,"Philip III, 1598-1621",Spain,1598,1621,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3nvht,"Philip IV, 1621-1665",Spain,1621,1665,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3xjwj,"Charles II, 1665-1700",Spain,1665,1700,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3qwzd,"Bourbons, 1700-",Spain,1700,2015,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3qq86,"Philip V, 1700-1746",Spain,1700,1746,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3txdk,"Ferdinand VI, 1746-1759",Spain,1746,1759,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3r5fq,"Charles III, 1759-1788",Spain,1759,1788,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3jzsb,"Charles IV, 1788-1808",Spain,1788,1808,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g37n78,"Peninsular War, 1807-1814",Spain,1807,1814,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3649q,"Napoleonic Conquest, 1808-1813",Spain,1808,1813,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g388vx,"Ferdinand VII, 1813-1833",Spain,1813,1833,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3gks2,"Bourbon Restoration, 1814-1868",Spain,1814,1868,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3vcmf,"Revolution, 1820-1823",Spain,1820,1823,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3hh6p,"Carlist War, 1833-1840",Spain,1833,1840,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g34bp4,"Isabella II, 1833-1868",Spain,1833,1868,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3x7r2,"Carlist War, 1846-1849",Spain,1846,1849,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3dfgv,"Revolutionary period, 1868-1875",Spain,1868,1875,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3924d,"Carlist War, 1873-1876",Spain,1873,1876,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3cncb,"Republic, 1873-1875",Spain,1873,1875,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3hd77,"Alfonso XII, 1875-1885",Spain,1875,1885,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3g25s,"Alfonso XIII, 1886-1931",Spain,1886,1931,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3nvkf,"Dictatorship, 1923-1930",Spain,1923,1930,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3xx3k,"Republic, 1931-1939",Spain,1931,1939,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3zx5d,"Civil War, 1936-1939",Spain,1936,1939,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3nnc4,"War of the Castilian Succession, 1475-1479","Spain, Portugal | Portugal | Spain",1475,1479,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g34p9f,"Civil War, 1983-2009",Sri Lanka,1983,2009,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3kdn7,"Carib War, 1795-1796",St Vincent | Saint Vincent and the Grenadines,1795,1796,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3237z,"Civil War, 1955-1972",Sudan,1955,1972,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
http://n2t.net/ark:/99152/p06c6g3wwzh,"Civil War, 1983-2005",Sudan,1983,2005,http://n2t.net/ark:/99152/p06c6g3,Library of Congress Subject Headings | Library of Congress | ,2015,,
